Location	Pincode	State	District
Eruthempathy	678558	Kerala	Palakkad
Etapalam	679308	Kerala	Palakkad
Ettanur	678502	Kerala	Palakkad
Ezhakkad	678600	Kerala	Palakkad
Ezhuvanthala	679335	Kerala	Palakkad
Gandhiseva sadanam	679302	Kerala	Palakkad
Ganeshgiri	679123	Kerala	Palakkad
Govindapuram	678507	Kerala	Palakkad
Irimbakachola	678591	Kerala	Palakkad
Irimbalasseri	679335	Kerala	Palakkad
Jellipara	678581	Kerala	Palakkad
Kacheriparamba	678601	Kerala	Palakkad
Kadambur	679515	Kerala	Palakkad
Kadukkamkunnu	678651	Kerala	Palakkad
Kaipuram	679308	Kerala	Palakkad
Kairady	678510	Kerala	Palakkad
Kaithachira	678582	Kerala	Palakkad
Kakkayur	678512	Kerala	Palakkad
Kalapatti	678541	Kerala	Palakkad
Kalkandi	678582	Kerala	Palakkad
Kalladathur	679552	Kerala	Palakkad
Kalladikode	678596	Kerala	Palakkad
Kalladipatta	679313	Kerala	Palakkad
Kallamala	678582	Kerala	Palakkad
Kallekkad	678015	Kerala	Palakkad
Kallekulangara	678009	Kerala	Palakkad
Kallepully	678018	Kerala	Palakkad
Kallur-palakkad	678613	Kerala	Palakkad
Kalluvazhi	679514	Kerala	Palakkad
Kalpathy	678003	Kerala	Palakkad
Kanayam	679125	Kerala	Palakkad
Kandamangalam	678583	Kerala	Palakkad
Kanhikulam	678596	Kerala	Palakkad
Kanhirapuzha	678591	Kerala	Palakkad
Kanhirapuzha Dam	678591	Kerala	Palakkad
Kanimangalam	678508	Kerala	Palakkad
Kanjikode	678621	Kerala	Palakkad
Kanjikode Ind. estate	678621	Kerala	Palakkad
Kanjikode West	678623	Kerala	Palakkad
Kannadi	678701	Kerala	Palakkad
Kannakkanthuruthi	678683	Kerala	Palakkad
Kannambra	678686	Kerala	Palakkad
Kannanur	678702	Kerala	Palakkad
Kanniampuram	679104	Kerala	Palakkad
Kannimari	678534	Kerala	Palakkad
Kappur	679552	Kerala	Palakkad
Karakurissi	678595	Kerala	Palakkad
Karalmanna	679506	Kerala	Palakkad
Karambathur	679305	Kerala	Palakkad
Karara	678581	Kerala	Palakkad
Karattukurissi	679503	Kerala	Palakkad
Karimba	678597	Kerala	Palakkad
Karimpuzha	679513	Kerala	Palakkad
Karingarapully	678559	Kerala	Palakkad
Karinkayam	678706	Kerala	Palakkad
Karipode	678503	Kerala	Palakkad
Karippali	678532	Kerala	Palakkad
Kariyamkode	678572	Kerala	Palakkad
Karkitamkunnu	678605	Kerala	Palakkad
Karumanamkurissi	679504	Kerala	Palakkad
Katambazhipuram	678633	Kerala	Palakkad
Kattukulam	679514	Kerala	Palakkad
Kattukulam South	679514	Kerala	Palakkad
Kattusseri	678542	Kerala	Palakkad
Kavalappara	679523	Kerala	Palakkad
Kavalpad	678017	Kerala	Palakkad
Kavassery	678543	Kerala	Palakkad
Kavukode	679536	Kerala	Palakkad
Kavundikkal	678581	Kerala	Palakkad
Kayiliad	679122	Kerala	Palakkad
Kazhani	678543	Kerala	Palakkad
Keralasseri	678641	Kerala	Palakkad
Kilakkancheri	678684	Kerala	Palakkad
Kilakkumbram	678642	Kerala	Palakkad
Kilmuri	679307	Kerala	Palakkad
Kinasseri	678707	Kerala	Palakkad
Kinavallur	678615	Kerala	Palakkad
Kizhakkumuri	678508	Kerala	Palakkad
Kizhayur	679303	Kerala	Palakkad
Kizhur	679501	Kerala	Palakkad
Kodakkad	678583	Kerala	Palakkad
Kodumunda	679303	Kerala	Palakkad
Kodunthirapulli	678004	Kerala	Palakkad
Koduvayur	678501	Kerala	Palakkad
Koduvayur Agraharam	678501	Kerala	Palakkad
Kolikkottusseri	679303	Kerala	Palakkad
Kollengo R.s.	678506	Kerala	Palakkad
Kollengode	678506	Kerala	Palakkad
Kollengode West	678506	Kerala	Palakkad
Kondurkara	679313	Kerala	Palakkad
Kongad	678631	Kerala	Palakkad
Konikazhi	678632	Kerala	Palakkad
Koonathara	679523	Kerala	Palakkad
Koottala	678681	Kerala	Palakkad
Koranchira	678684	Kerala	Palakkad
Kotambu	678551	Kerala	Palakkad
Kothachira	679535	Kerala	Palakkad
Kottapadam(ttl)	679534	Kerala	Palakkad
Kottappuram	679518	Kerala	Palakkad
Kottathara	678581	Kerala	Palakkad
Kottayi	678572	Kerala	Palakkad
Kottekkad	678732	Kerala	Palakkad
Kottopadam	678583	Kerala	Palakkad
Kozhinjampara	678555	Kerala	Palakkad
Kozhipara	678557	Kerala	Palakkad
Kudallur	679554	Kerala	Palakkad
Kulakkad	679503	Kerala	Palakkad
Kulakkattukurissi	678633	Kerala	Palakkad
Kulappulli	679122	Kerala	Palakkad
Kulukkallur	679337	Kerala	Palakkad
Kumaramputhur	678583	Kerala	Palakkad
Kumaranellur	679552	Kerala	Palakkad
Kumbidi	679553	Kerala	Palakkad
Kundalasseri	678641	Kerala	Palakkad
Kundurkunnu	678583	Kerala	Palakkad
Kunduvampadam	678633	Kerala	Palakkad
Kunisseri	678681	Kerala	Palakkad
Kunnamkattupathy	678101	Kerala	Palakkad
Kunnathurmedu	678013	Kerala	Palakkad
Kuruvattur	679336	Kerala	Palakkad
Kuttanad	679533	Kerala	Palakkad
Kuttanasseri	679514	Kerala	Palakkad
Kuttanur	678721	Kerala	Palakkad
Kuttipallam	678101	Kerala	Palakkad
Lakkidi	679301	Kerala	Palakkad
Mala	679534	Kerala	Palakkad
Malamalkkavu	679554	Kerala	Palakkad
Malampuzha Dam	678651	Kerala	Palakkad
Manappadam	678689	Kerala	Palakkad
Mangalam Dam	678706	Kerala	Palakkad
Mangalam(opm)	679301	Kerala	Palakkad
Mangode	679503	Kerala	Palakkad
Manikkasseri	678631	Kerala	Palakkad
Manisseri	679521	Kerala	Palakkad
Mankarai	678613	Kerala	Palakkad
Mankarai R.s.	678614	Kerala	Palakkad
Mankurussi	678613	Kerala	Palakkad
Mannalur	678502	Kerala	Palakkad
Mannampatta	679517	Kerala	Palakkad
Mannanur	679523	Kerala	Palakkad
Mannapra	678685	Kerala	Palakkad
Mannarkad College	678583	Kerala	Palakkad
Mannarkkad	678582	Kerala	Palakkad
Mannengode	679307	Kerala	Palakkad
Mannur	678642	Kerala	Palakkad
Mannur West	678642	Kerala	Palakkad
Marayamangalam	679336	Kerala	Palakkad
Marayamangalam South	679335	Kerala	Palakkad
Marutharoad	678007	Kerala	Palakkad
Maruthur	679306	Kerala	Palakkad
Mathur Agraharam	678571	Kerala	Palakkad
Mathur Pg	678571	Kerala	Palakkad
Mattathukad	678581	Kerala	Palakkad
Meenakshipuram	678553	Kerala	Palakkad
Meenkara Dam	678507	Kerala	Palakkad
Melarcode	678703	Kerala	Palakkad
Melepattambi	679306	Kerala	Palakkad
Melmuri	679307	Kerala	Palakkad
Melur	679501	Kerala	Palakkad
Menonpara	678556	Kerala	Palakkad
Met Ind nagar	679122	Kerala	Palakkad
Mezhathur	679534	Kerala	Palakkad
Moonnekkar	678597	Kerala	Palakkad
Moothanthara	678012	Kerala	Palakkad
Mucheeri	678631	Kerala	Palakkad
Mudappallur	678705	Kerala	Palakkad
Mudukurissi	678593	Kerala	Palakkad
Muduthala	679314	Kerala	Palakkad
Mukkali	678582	Kerala	Palakkad
Mulangot	678684	Kerala	Palakkad
Mulanhur	679511	Kerala	Palakkad
Mulankavu	679337	Kerala	Palakkad
Mundakkottukurissi	679122	Kerala	Palakkad
Mundur Palakkad	678592	Kerala	Palakkad
Munnurkode	679502	Kerala	Palakkad
Muthalamada	678507	Kerala	Palakkad
Muttikulangara	678594	Kerala	Palakkad
Naduvathupara	678574	Kerala	Palakkad
Naduvattom	679308	Kerala	Palakkad
Nagalassery	679533	Kerala	Palakkad
Nagaripuram	678642	Kerala	Palakkad
Nallepilly	678553	Kerala	Palakkad
Nambullipura	678592	Kerala	Palakkad
Nanniode	678534	Kerala	Palakkad
Nattukal	678554	Kerala	Palakkad
Nechur	678722	Kerala	Palakkad
Nedungottur	679308	Kerala	Palakkad
Nellaya	679335	Kerala	Palakkad
Nelliampathy	678508	Kerala	Palakkad
Nellikattiri	679533	Kerala	Palakkad
Nemmara	678508	Kerala	Palakkad
Nemmara College	678508	Kerala	Palakkad
Nemmara Old village	678508	Kerala	Palakkad
Nenmeni	678506	Kerala	Palakkad
Newkalpathy	678003	Kerala	Palakkad
Nhangattiri	679311	Kerala	Palakkad
Nochipully	678592	Kerala	Palakkad
Nochulli	678702	Kerala	Palakkad
Nurani	678004	Kerala	Palakkad
Nurani Agraharam	678004	Kerala	Palakkad
Olalapadi	678557	Kerala	Palakkad
Olasseri	678551	Kerala	Palakkad
Olavakkot	678002	Kerala	Palakkad
Olinkadavu	678706	Kerala	Palakkad
Olivemount	678702	Kerala	Palakkad
Othalur - ttl	679534	Kerala	Palakkad
Ottapalam	679101	Kerala	Palakkad
Padagiri	678508	Kerala	Palakkad
Padur Kavassery	678548	Kerala	Palakkad
Palakayam	678591	Kerala	Palakkad
Palakkad	678001	Kerala	Palakkad
Palakkad City	678014	Kerala	Palakkad
Palakkad Collectorate	678001	Kerala	Palakkad
Palakkad College	678001	Kerala	Palakkad
Palakkad Engineering college	678008	Kerala	Palakkad
Palakkad Fort	678001	Kerala	Palakkad
Palakkad Industrial estate	678731	Kerala	Palakkad
Palakuzhy	678684	Kerala	Palakkad
Palampalakode	678544	Kerala	Palakkad
Palaniyarpalayam	678555	Kerala	Palakkad
Palappuram	679103	Kerala	Palakkad
Pallanchathanur	678575	Kerala	Palakkad
Pallassana	678505	Kerala	Palakkad
Pallatheri	678007	Kerala	Palakkad
Pallavur	678688	Kerala	Palakkad
Pallikunnu	678583	Kerala	Palakkad
Pallikurup	678593	Kerala	Palakkad
Pallipuram	679305	Kerala	Palakkad
Pallipuram Pg	678006	Kerala	Palakkad
Palode	678583	Kerala	Palakkad
Paloor	678582	Kerala	Palakkad
Pampampallam	678621	Kerala	Palakkad
Panamanna	679501	Kerala	Palakkad
Panamanna South	679501	Kerala	Palakkad
Panangattiri	678506	Kerala	Palakkad
Panayur	678552	Kerala	Palakkad
Panniankara	678683	Kerala	Palakkad
Panniyamkurissi	679503	Kerala	Palakkad
Parambikulam	678661	Kerala	Palakkad
Parasikkal	678556	Kerala	Palakkad
Parasseri	678631	Kerala	Palakkad
Parli Pg	678612	Kerala	Palakkad
Parudur	679312	Kerala	Palakkad
Paruthipra	679121	Kerala	Palakkad
Paruthipulli	678573	Kerala	Palakkad
Paruvasseri	678686	Kerala	Palakkad
Pathankulam	679522	Kerala	Palakkad
Pattambi	679303	Kerala	Palakkad
Pattancheri	678532	Kerala	Palakkad
Pattithara	679534	Kerala	Palakkad
Payyalur	678506	Kerala	Palakkad
Payyanadam	678583	Kerala	Palakkad
Perimbadari	678762	Kerala	Palakkad
Peringannur	679535	Kerala	Palakkad
Peringode	679535	Kerala	Palakkad
Peringottukurussi	678574	Kerala	Palakkad
Perinkulam	678542	Kerala	Palakkad
Perinkunnu	678702	Kerala	Palakkad
Perumannur	679536	Kerala	Palakkad
Perumudiyur	679303	Kerala	Palakkad
Perur-opm	679302	Kerala	Palakkad
Peruvemba	678531	Kerala	Palakkad
Pirayiri	678019	Kerala	Palakkad
Polpully	678552	Kerala	Palakkad
Pombilaya	679335	Kerala	Palakkad
Pombra	678595	Kerala	Palakkad
Poonchola	678598	Kerala	Palakkad
Pothundy Dam	678508	Kerala	Palakkad
Pottasseri	678598	Kerala	Palakkad
Pudanur	678592	Kerala	Palakkad
Pudiyankom	678545	Kerala	Palakkad
Pudunagaram	678503	Kerala	Palakkad
Puduppariyaram	678733	Kerala	Palakkad
Pudur	678581	Kerala	Palakkad
Pudussery	678623	Kerala	Palakkad
Pulappatta	678632	Kerala	Palakkad
Pulasseri	679307	Kerala	Palakkad
Pulinelli	678572	Kerala	Palakkad
Puliyanamkunnu	679505	Kerala	Palakkad
Pullisseri	678582	Kerala	Palakkad
Pullode	678545	Kerala	Palakkad
Punchapadam	678634	Kerala	Palakkad
Puthucode	678687	Kerala	Palakkad
Puthur-palakkad	678005	Kerala	Palakkad
Ramassery	678622	Kerala	Palakkad
Rvp Pudur	678555	Kerala	Palakkad
S G press	679122	Kerala	Palakkad
Sankaramangalam	679303	Kerala	Palakkad
Sekharipuram	678010	Kerala	Palakkad
Shornur	679121	Kerala	Palakkad
Sitharkunda	678508	Kerala	Palakkad
Sreeramakrishnanagar	679103	Kerala	Palakkad
Srikrishnapuram	679513	Kerala	Palakkad
Tachampara	678593	Kerala	Palakkad
Tadukkasseri	678641	Kerala	Palakkad
Tarur	678547	Kerala	Palakkad
Taruvakonam	679501	Kerala	Palakkad
Tattamangalam	678102	Kerala	Palakkad
Tattamangalam South	678102	Kerala	Palakkad
Tenari	678622	Kerala	Palakkad
Tenkara	678761	Kerala	Palakkad
Tenur	678616	Kerala	Palakkad
Thachangad	678571	Kerala	Palakkad
Thakke Vavannur	679533	Kerala	Palakkad
Thakkumuri(cpl)	679506	Kerala	Palakkad
Thalakkasseri	679538	Kerala	Palakkad
Thannilapuram	678682	Kerala	Palakkad
Thannisseri	678501	Kerala	Palakkad
Thattanampully	679337	Kerala	Palakkad
Thavalam	678589	Kerala	Palakkad
Thekkedesam	678553	Kerala	Palakkad
Thekkegramam	678103	Kerala	Palakkad
Thekkepotta	678687	Kerala	Palakkad
Thenkurussi	678671	Kerala	Palakkad
Thirumittakode	679533	Kerala	Palakkad
Thirunayanapuram	679514	Kerala	Palakkad
Thiruvalathur	678551	Kerala	Palakkad
Thiruvaliyad	678510	Kerala	Palakkad
Thiruvazhiyode	679514	Kerala	Palakkad
Thiruvegapura	679304	Kerala	Palakkad
Thottakkara	679102	Kerala	Palakkad
Thrikallur	678593	Kerala	Palakkad
Thunacadavu	678661	Kerala	Palakkad
Tirunilayi	678020	Kerala	Palakkad
Tiruvalamkunnu	678601	Kerala	Palakkad
Tolanur	678722	Kerala	Palakkad
Trikkatiri	679502	Kerala	Palakkad
Trithala	679534	Kerala	Palakkad
Ummanazhi	678632	Kerala	Palakkad
Uppukulam	678601	Kerala	Palakkad
Vadakkancherry Mbr	678683	Kerala	Palakkad
Vadakkanthara	678012	Kerala	Palakkad
Vadanamkurussi	679124	Kerala	Palakkad
Vadasseri	678641	Kerala	Palakkad
Vadavannur	678504	Kerala	Palakkad
Vakkadapuram	678595	Kerala	Palakkad
Valambillimangalam	679513	Kerala	Palakkad
Vallanghy	678508	Kerala	Palakkad
Vallapuzha	679336	Kerala	Palakkad
Vallikode	678594	Kerala	Palakkad
Vandali	678706	Kerala	Palakkad
Vandithavalam	678534	Kerala	Palakkad
Vaniamkulam	679522	Kerala	Palakkad
Vannamada	678555	Kerala	Palakkad
Varode	679102	Kerala	Palakkad
Varode-kottayi	678572	Kerala	Palakkad
Vattamannapuram	678601	Kerala	Palakkad
Vattekkad	678506	Kerala	Palakkad
Vavulliapuram	678543	Kerala	Palakkad
Vazhumbram	678595	Kerala	Palakkad
Veeramangalam	679502	Kerala	Palakkad
Veetampara	679102	Kerala	Palakkad
Velanthavalam	678557	Kerala	Palakkad
Velikkad	678592	Kerala	Palakkad
Vellinezhi	679504	Kerala	Palakkad
Vemballur	678502	Kerala	Palakkad
Vengasseri	679516	Kerala	Palakkad
Venody	678622	Kerala	Palakkad
Verkoli	678552	Kerala	Palakkad
Vettakara	678633	Kerala	Palakkad
Vilathur	679304	Kerala	Palakkad
Vilayannur	678671	Kerala	Palakkad
Vilayodi	678103	Kerala	Palakkad
Vilayur	679309	Kerala	Palakkad
Vilayur West	679309	Kerala	Palakkad
Viyyakurissi	678593	Kerala	Palakkad
Walayar Dam	678624	Kerala	Palakkad
Yakkara	678001	Kerala	Palakkad
Adichipuzha	689711	Kerala	Pathanamthitta
Adumpumkulam	689692	Kerala	Pathanamthitta
Adur( Kla)	691523	Kerala	Pathanamthitta
Alumthuruthy	689104	Kerala	Pathanamthitta
Amichikary	689112	Kerala	Pathanamthitta
Anandapally	691523	Kerala	Pathanamthitta
Angadi	689674	Kerala	Pathanamthitta
Angadical North	689648	Kerala	Pathanamthitta
Angadical South	691555	Kerala	Pathanamthitta
Angamoozhy	689645	Kerala	Pathanamthitta
Anikad	689585	Kerala	Pathanamthitta
Anj1lithanam	689582	Kerala	Pathanamthitta
Anthiyalankavu	689649	Kerala	Pathanamthitta
Aranmula	689533	Kerala	Pathanamthitta
Arattupuzha	689123	Kerala	Pathanamthitta
Aruvappulam	689691	Kerala	Pathanamthitta
Aryavon	689691	Kerala	Pathanamthitta
Athirumkal	689693	Kerala	Pathanamthitta
Attachakkal	689692	Kerala	Pathanamthitta
Ayroor North	689612	Kerala	Pathanamthitta
Ayroor South	689611	Kerala	Pathanamthitta
Azhiyadathuchira	689113	Kerala	Pathanamthitta
Chalappally	689586	Kerala	Pathanamthitta
Chandanapally	689648	Kerala	Pathanamthitta
Chathankary	689112	Kerala	Pathanamthitta
Chathenthara	686510	Kerala	Pathanamthitta
Chayalode	691556	Kerala	Pathanamthitta
Chelikuzhy	691556	Kerala	Pathanamthitta
Chellakkad	689677	Kerala	Pathanamthitta
Chengalthadom	689671	Kerala	Pathanamthitta
Chengara	689664	Kerala	Pathanamthitta
Chengaroor	689594	Kerala	Pathanamthitta
Chenneerkara	689517	Kerala	Pathanamthitta
Cherukole Kozhencherri	689650	Kerala	Pathanamthitta
Cherukulanji	689673	Kerala	Pathanamthitta
Chethackal	689677	Kerala	Pathanamthitta
Chirayirambu	689549	Kerala	Pathanamthitta
Chittar	689663	Kerala	Pathanamthitta
Choorakode	691551	Kerala	Pathanamthitta
Chumathra	689103	Kerala	Pathanamthitta
Chunkapara	686547	Kerala	Pathanamthitta
Churulicode	689668	Kerala	Pathanamthitta
Edakulam	689672	Kerala	Pathanamthitta
Edapariyaram	689643	Kerala	Pathanamthitta
Edappavoor	689614	Kerala	Pathanamthitta
Edathitta	691555	Kerala	Pathanamthitta
Edathua	689573	Kerala	Pathanamthitta
Edayaramula West	689532	Kerala	Pathanamthitta
Edayarnmula	689532	Kerala	Pathanamthitta
Elakollur	689703	Kerala	Pathanamthitta
Elamannur	691524	Kerala	Pathanamthitta
Elanthur	689643	Kerala	Pathanamthitta
Elanthur East	689643	Kerala	Pathanamthitta
Elanthur Pariyaram	689643	Kerala	Pathanamthitta
Elappupara	689656	Kerala	Pathanamthitta
Elavanthitta	689625	Kerala	Pathanamthitta
Ellimullumplackal	689692	Kerala	Pathanamthitta
Enathu	691526	Kerala	Pathanamthitta
Eraviperoor	689542	Kerala	Pathanamthitta
Eraviperoor East	689542	Kerala	Pathanamthitta
Erumakkad	689532	Kerala	Pathanamthitta
Ettichuvadu	689675	Kerala	Pathanamthitta
Ezhumattoor	689586	Kerala	Pathanamthitta
Gavi	685533	Kerala	Pathanamthitta
Gurunathanmannu	689667	Kerala	Pathanamthitta
Iythala	689673	Kerala	Pathanamthitta
Kadamankulam	689603	Kerala	Pathanamthitta
Kadambanad	691552	Kerala	Pathanamthitta
Kadambanad South	691553	Kerala	Pathanamthitta
Kadammanitta	689649	Kerala	Pathanamthitta
Kadapra Kumbanadu	689547	Kerala	Pathanamthitta
Kadapra Mannar	689630	Kerala	Pathanamthitta
Kaipattur	689648	Kerala	Pathanamthitta
Kaipuzha North	689503	Kerala	Pathanamthitta
Kaithakody	689614	Kerala	Pathanamthitta
Kaithaparambu	691526	Kerala	Pathanamthitta
Kakkudumon	689711	Kerala	Pathanamthitta
Kalanjoor	689694	Kerala	Pathanamthitta
Kallely	689691	Kerala	Pathanamthitta
Kallely Thottam	689691	Kerala	Pathanamthitta
Kallooppara	689583	Kerala	Pathanamthitta
Kallumkal	689102	Kerala	Pathanamthitta
Kanjeettukara	689616	Kerala	Pathanamthitta
Karakkal	689108	Kerala	Pathanamthitta
Karamvely	689643	Kerala	Pathanamthitta
Kariamplavu	689615	Kerala	Pathanamthitta
Karikayam	689663	Kerala	Pathanamthitta
Karikulam	689682	Kerala	Pathanamthitta
Karithotta	689514	Kerala	Pathanamthitta
Karuvatta Adur	691523	Kerala	Pathanamthitta
Kattode	689105	Kerala	Pathanamthitta
Kattoor Kozhencherry	689650	Kerala	Pathanamthitta
Kaviyoor	689582	Kerala	Pathanamthitta
Kavumbhagom	689102	Kerala	Pathanamthitta
Kavungumprayar	689543	Kerala	Pathanamthitta
Keekozhur	689672	Kerala	Pathanamthitta
Keerukuzhy	689502	Kerala	Pathanamthitta
Keezhvaipur	689587	Kerala	Pathanamthitta
Kidangannur	689514	Kerala	Pathanamthitta
Kizhakkumbhagom	689620	Kerala	Pathanamthitta
Kizhakkupuram	689653	Kerala	Pathanamthitta
Kochukoikkal	689667	Kerala	Pathanamthitta
Kodumon	691555	Kerala	Pathanamthitta
Kodumon East	691555	Kerala	Pathanamthitta
Koipuram	689531	Kerala	Pathanamthitta
Kokkathode	689691	Kerala	Pathanamthitta
Kolabhagom	689545	Kerala	Pathanamthitta
Konny	689691	Kerala	Pathanamthitta
Koodal	689693	Kerala	Pathanamthitta
Koonamkara	689711	Kerala	Pathanamthitta
Kottamonpara	689667	Kerala	Pathanamthitta
Kottanad	689615	Kerala	Pathanamthitta
Kottangal	686547	Kerala	Pathanamthitta
Kottathoor	689614	Kerala	Pathanamthitta
Kottoor	689582	Kerala	Pathanamthitta
Kozhencherry	689641	Kerala	Pathanamthitta
Kozhencherry thekkemala	689654	Kerala	Pathanamthitta
Kozhencherry College	689641	Kerala	Pathanamthitta
Kozhencherry East	689641	Kerala	Pathanamthitta
Kozhimala	689541	Kerala	Pathanamthitta
Kudamurutty	689711	Kerala	Pathanamthitta
Kulanada	689503	Kerala	Pathanamthitta
Kulathumon	689693	Kerala	Pathanamthitta
Kulathur	689588	Kerala	Pathanamthitta
Kumaramperoor Thekkekkara	689662	Kerala	Pathanamthitta
Kumbanadu	689547	Kerala	Pathanamthitta
Kumbazhamuri	689653	Kerala	Pathanamthitta
Kummannoor	689691	Kerala	Pathanamthitta
Kumpalampoika	689661	Kerala	Pathanamthitta
Kunnam Vechoochira	686511	Kerala	Pathanamthitta
Kunnamthanam	689581	Kerala	Pathanamthitta
Kunnathukara Hsc	689546	Kerala	Pathanamthitta
Kurampala South	689501	Kerala	Pathanamthitta
Kuravankuzhy	689548	Kerala	Pathanamthitta
Kuriannoor	689550	Kerala	Pathanamthitta
Kurichimuttom	689532	Kerala	Pathanamthitta
Kurunghazhabhagom	689548	Kerala	Pathanamthitta
Kuttapuzha	689103	Kerala	Pathanamthitta
Kuttur	689106	Kerala	Pathanamthitta
Kuzhikala	689644	Kerala	Pathanamthitta
Lahai	689662	Kerala	Pathanamthitta
Madamon	689665	Kerala	Pathanamthitta
Madathumbhagom North	689543	Kerala	Pathanamthitta
Makkankunnu	689645	Kerala	Pathanamthitta
Makkapuzha	689676	Kerala	Pathanamthitta
Malakara	689532	Kerala	Pathanamthitta
Malayalapuzha Eram	689664	Kerala	Pathanamthitta
Malayalapuzha Thazham	689666	Kerala	Pathanamthitta
Mallappally East	689584	Kerala	Pathanamthitta
Mallappally North	689594	Kerala	Pathanamthitta
Mallappally West	689585	Kerala	Pathanamthitta
Mallappuzhassery	689533	Kerala	Pathanamthitta
Mallasseri	689646	Kerala	Pathanamthitta
Mammoodu	689513	Kerala	Pathanamthitta
Mampara	689711	Kerala	Pathanamthitta
Manakala	691551	Kerala	Pathanamthitta
Mancode	689694	Kerala	Pathanamthitta
Mandiram Jn	689672	Kerala	Pathanamthitta
Maniyar	689662	Kerala	Pathanamthitta
Manjady Jn	689105	Kerala	Pathanamthitta
Mannadisala	686511	Kerala	Pathanamthitta
Mannady	691530	Kerala	Pathanamthitta
Mannam Nagar	689501	Kerala	Pathanamthitta
Mannam Sugar mills	689501	Kerala	Pathanamthitta
Mannarakulanji	689678	Kerala	Pathanamthitta
Manneera	689699	Kerala	Pathanamthitta
Manthanam	689581	Kerala	Pathanamthitta
Manthuka	689519	Kerala	Pathanamthitta
Maramon	689549	Kerala	Pathanamthitta
Marur	691524	Kerala	Pathanamthitta
Mathur	689657	Kerala	Pathanamthitta
Mekozhur	689678	Kerala	Pathanamthitta
Melood	691523	Kerala	Pathanamthitta
Melukara	689641	Kerala	Pathanamthitta
Mepral	689591	Kerala	Pathanamthitta
Mezhuveli	689507	Kerala	Pathanamthitta
Moozhiar	689662	Kerala	Pathanamthitta
Mudiyoorkonam	689516	Kerala	Pathanamthitta
Mundamala	689543	Kerala	Pathanamthitta
Mundiappally	689581	Kerala	Pathanamthitta
Mundukottackal	689649	Kerala	Pathanamthitta
Murinjakal	689693	Kerala	Pathanamthitta
Muthoor	689107	Kerala	Pathanamthitta
Muthupezhumkal	689698	Kerala	Pathanamthitta
Muttathukonam	689625	Kerala	Pathanamthitta
Muttom Thumpamon	689502	Kerala	Pathanamthitta
Muttumon	689547	Kerala	Pathanamthitta
Mylapra	689671	Kerala	Pathanamthitta
Mylapra Town	689678	Kerala	Pathanamthitta
Nalkallikkal	689533	Kerala	Pathanamthitta
Narakathanni	689544	Kerala	Pathanamthitta
Naranamoozhy	689711	Kerala	Pathanamthitta
Naranganam	689642	Kerala	Pathanamthitta
Naranganam North	689642	Kerala	Pathanamthitta
Naranganam West	689642	Kerala	Pathanamthitta
Nariapuram	689513	Kerala	Pathanamthitta
Nedumon	691556	Kerala	Pathanamthitta
Nedumoncavu	689693	Kerala	Pathanamthitta
Nedumpuram	689578	Kerala	Pathanamthitta
Neeliplavu	689663	Kerala	Pathanamthitta
Nellikala	689643	Kerala	Pathanamthitta
Nellikkamon	689680	Kerala	Pathanamthitta
Nellikkapara	689691	Kerala	Pathanamthitta
Nellimala	689542	Kerala	Pathanamthitta
Nellimukal	691551	Kerala	Pathanamthitta
Niranam	689621	Kerala	Pathanamthitta
Niranam Central	689629	Kerala	Pathanamthitta
Nirathupara	689693	Kerala	Pathanamthitta
Njakkunilam	689656	Kerala	Pathanamthitta
Omallur-kla	689647	Kerala	Pathanamthitta
Oonnakavu	689674	Kerala	Pathanamthitta
Oonnukal	689647	Kerala	Pathanamthitta
Oottupara	689691	Kerala	Pathanamthitta
Othera	689546	Kerala	Pathanamthitta
Otherawest	689551	Kerala	Pathanamthitta
Padam	689694	Kerala	Pathanamthitta
Padimon	689587	Kerala	Pathanamthitta
Paduthode	689544	Kerala	Pathanamthitta
Palackathakidi	689581	Kerala	Pathanamthitta
Pampa Dam	685533	Kerala	Pathanamthitta
Pampa Triveni	689662	Kerala	Pathanamthitta
Pampini	689663	Kerala	Pathanamthitta
Panangad	689503	Kerala	Pathanamthitta
Pandalam	689501	Kerala	Pathanamthitta
Pandalam Medical mission	689501	Kerala	Pathanamthitta
Pandanad	689506	Kerala	Pathanamthitta
Parakadavu	690561	Kerala	Pathanamthitta
Parakara	691525	Kerala	Pathanamthitta
Parakode	691554	Kerala	Pathanamthitta
Parakoottam	691551	Kerala	Pathanamthitta
Paranthal	689518	Kerala	Pathanamthitta
Pariyaram	689596	Kerala	Pathanamthitta
Parumala	689626	Kerala	Pathanamthitta
Pathanamthitta	689645	Kerala	Pathanamthitta
Payyanamon	689692	Kerala	Pathanamthitta
Pazhakulam	691523	Kerala	Pathanamthitta
Peringanad	691528	Kerala	Pathanamthitta
Peringara	689108	Kerala	Pathanamthitta
Perinjottackal	689692	Kerala	Pathanamthitta
Perumpatty	689592	Kerala	Pathanamthitta
Perumpramavu	689587	Kerala	Pathanamthitta
Perumthuruthy	689107	Kerala	Pathanamthitta
Pezhumpara	689662	Kerala	Pathanamthitta
Podiyadi	689110	Kerala	Pathanamthitta
Poovathoor	689531	Kerala	Pathanamthitta
Prakkanam	689643	Kerala	Pathanamthitta
Pullad	689548	Kerala	Pathanamthitta
Pulloopram	689674	Kerala	Pathanamthitta
Punnakkad	689652	Kerala	Pathanamthitta
